"Week End","Week End Last Year","Region","Crude Volumes For The Week","Percent Of Capacity","4 Week Average","4 Week Average Last Year","YTD Average","YTD Average Last Year","Unit"
"06/25/1991","06/26/1990","Western Canada","64.240","76.110","66.160","73.840","65.840","69.160","thousand cubic metres per day"
"07/02/1991","07/03/1990","Ontario","75.900","74.050","78.770","71.580","69.650","74.220","thousand cubic metres per day"
"07/02/1991","07/03/1990","Quebec & Eastern Canada","84.890","82.100","89.190","73.910","89.800","81.260","thousand cubic metres per day"
"07/02/1991","07/03/1990","Western Canada","69.490","82.330","66.940","75.060","65.980","69.440","thousand cubic metres per day"
"07/09/1991","07/10/1990","Ontario","78.000","76.100","78.610","76.880","69.950","74.460","thousand cubic metres per day"
"07/09/1991","07/10/1990","Quebec & Eastern Canada","101.540","98.200","91.110","73.390","90.220","81.040","thousand cubic metres per day"
"07/09/1991","07/10/1990","Western Canada","77.310","91.600","68.920","76.730","66.380","69.690","thousand cubic metres per day"
"07/16/1991","07/17/1990","Ontario","70.760","69.030","76.480","79.510","69.980","74.470","thousand cubic metres per day"
"07/16/1991","07/17/1990","Quebec & Eastern Canada","104.610","101.170","95.260","75.880","90.720","81.240","thousand cubic metres per day"
"07/16/1991","07/17/1990","Western Canada","76.590","90.750","71.910","76.550","66.740","69.890","thousand cubic metres per day"
"07/23/1991","07/24/1990","Ontario","77.700","75.800","75.590","77.780","70.240","74.470","thousand cubic metres per day"
"07/23/1991","07/24/1990","Quebec & Eastern Canada","100.770","97.460","97.960","80.120","91.050","81.490","thousand cubic metres per day"
"07/23/1991","07/24/1990","Western Canada","75.830","89.850","74.810","73.100","67.040","69.690","thousand cubic metres per day"
"07/30/1991","07/31/1990","Ontario","77.960","76.060","76.110","78.120","70.490","74.720","thousand cubic metres per day"
"07/30/1991","07/31/1990","Quebec & Eastern Canada","102.960","99.570","102.470","84.960","91.430","81.740","thousand cubic metres per day"
"07/30/1991","07/31/1990","Western Canada","78.730","93.280","77.120","70.310","67.420","69.550","thousand cubic metres per day"
"08/06/1991","08/07/1990","Ontario","72.340","70.580","74.690","78.970","70.540","75.020","thousand cubic metres per day"
"08/06/1991","08/07/1990","Quebec & Eastern Canada","105.660","102.190","103.500","88.570","91.880","81.980","thousand cubic metres per day"
"08/06/1991","08/07/1990","Western Canada","79.530","94.230","77.670","68.620","67.800","69.560","thousand cubic metres per day"
"08/13/1991","08/14/1990","Ontario","72.610","70.840","75.150","80.830","70.600","75.240","thousand cubic metres per day"
"08/13/1991","08/14/1990","Quebec & Eastern Canada","100.960","97.640","102.590","87.770","92.150","82.030","thousand cubic metres per day"
"08/13/1991","08/14/1990","Western Canada","76.470","90.600","77.640","69.830","68.060","69.890","thousand cubic metres per day"
"08/20/1991","08/21/1990","Ontario","71.500","69.760","73.610","83.530","70.630","75.530","thousand cubic metres per day"
"08/20/1991","08/21/1990","Quebec & Eastern Canada","102.670","99.290","103.060","86.680","92.460","82.090","thousand cubic metres per day"
"08/20/1991","08/21/1990","Western Canada","69.860","82.770","76.150","74.350","68.110","70.240","thousand cubic metres per day"
"08/27/1991","08/28/1990","Ontario","63.880","62.320","70.080","84.130","70.440","75.800","thousand cubic metres per day"
"08/27/1991","08/28/1990","Quebec & Eastern Canada","100.510","97.210","102.450","86.470","92.690","82.280","thousand cubic metres per day"
"08/27/1991","08/28/1990","Western Canada","77.930","92.330","75.950","78.980","68.390","70.630","thousand cubic metres per day"
"09/03/1991","09/04/1990","Ontario","64.640","63.060","68.160","83.850","70.280","76.000","thousand cubic metres per day"
"09/03/1991","09/04/1990","Quebec & Eastern Canada","97.960","94.740","100.530","86.930","92.840","82.530","thousand cubic metres per day"
"09/03/1991","09/04/1990","Western Canada","77.580","91.920","75.460","80.540","68.650","70.780","thousand cubic metres per day"
"09/10/1991","09/11/1990","Ontario","71.810","70.060","67.960","83.850","70.320","76.170","thousand cubic metres per day"
"09/10/1991","09/11/1990","Quebec & Eastern Canada","98.300","95.070","99.860","88.860","92.990","82.770","thousand cubic metres per day"
"09/10/1991","09/11/1990","Western Canada","75.320","89.240","75.180","77.030","68.830","70.660","thousand cubic metres per day"
"09/17/1991","09/18/1990","Ontario","70.280","68.570","67.650","80.750","70.320","76.080","thousand cubic metres per day"
"09/17/1991","09/18/1990","Quebec & Eastern Canada","100.930","97.610","99.430","90.790","93.200","83.010","thousand cubic metres per day"
"09/17/1991","09/18/1990","Western Canada","75.480","89.430","76.580","73.180","69.000","70.550","thousand cubic metres per day"
"09/24/1991","09/25/1990","Ontario","65.950","64.340","68.170","78.630","70.210","76.090","thousand cubic metres per day"
"09/24/1991","09/25/1990","Quebec & Eastern Canada","101.540","98.200","99.690","90.310","93.410","83.100","thousand cubic metres per day"
"09/24/1991","09/25/1990","Western Canada","76.410","90.530","76.200","68.810","69.190","70.440","thousand cubic metres per day"
"10/01/1991","10/02/1990","Ontario","66.900","65.270","68.740","78.320","70.120","76.230","thousand cubic metres per day"
"10/01/1991","10/02/1990","Quebec & Eastern Canada","104.570","101.130","101.340","88.890","93.690","83.160","thousand cubic metres per day"
"10/01/1991","10/02/1990","Western Canada","72.560","85.970","74.950","68.100","69.280","70.510","thousand cubic metres per day"
"10/08/1991","10/09/1990","Ontario","71.810","70.060","68.740","77.950","70.160","76.340","thousand cubic metres per day"
"10/08/1991","10/09/1990","Quebec & Eastern Canada","102.700","99.320","102.440","87.590","93.910","83.240","thousand cubic metres per day"
"10/08/1991","10/09/1990","Western Canada","71.890","85.180","74.090","70.460","69.340","70.640","thousand cubic metres per day"
"10/15/1991","10/16/1990","Ontario","74.830","73.000","69.880","80.310","70.280","76.490","thousand cubic metres per day"
"10/15/1991","10/16/1990","Quebec & Eastern Canada","100.400","97.100","102.300","85.900","94.060","83.290","thousand cubic metres per day"
"10/15/1991","10/16/1990","Western Canada","72.070","85.390","73.240","71.960","69.400","70.680","thousand cubic metres per day"
"10/22/1991","10/23/1990","Ontario","72.670","70.900","71.560","80.310","70.330","76.480","thousand cubic metres per day"
"10/22/1991","10/23/1990","Quebec & Eastern Canada","86.860","84.000","98.630","84.830","93.900","83.270","thousand cubic metres per day"
"10/22/1991","10/23/1990","Western Canada","69.810","82.710","71.590","73.900","69.410","70.760","thousand cubic metres per day"
"10/29/1991","10/30/1990","Ontario","73.870","72.070","73.300","80.020","70.410","76.580","thousand cubic metres per day"
"10/29/1991","10/30/1990","Quebec & Eastern Canada","90.660","87.680","95.160","84.690","93.820","83.300","thousand cubic metres per day"
"10/29/1991","10/30/1990","Western Canada","75.250","89.160","72.260","75.600","69.550","70.970","thousand cubic metres per day"
"11/05/1991","11/06/1990","Ontario","67.750","66.100","72.280","80.520","70.350","76.710","thousand cubic metres per day"
"11/05/1991","11/06/1990","Quebec & Eastern Canada","89.040","86.110","91.740","85.640","93.720","83.450","thousand cubic metres per day"
"11/05/1991","11/06/1990","Western Canada","72.490","85.890","72.410","76.120","69.610","71.130","thousand cubic metres per day"
"11/12/1991","11/13/1990","Ontario","72.100","70.340","71.600","81.100","70.390","76.890","thousand cubic metres per day"
"11/12/1991","11/13/1990","Quebec & Eastern Canada","97.400","94.200","90.990","86.480","93.800","83.560","thousand cubic metres per day"
"11/12/1991","11/13/1990","Western Canada","71.200","84.360","72.190","76.960","69.650","71.220","thousand cubic metres per day"
"11/19/1991","11/20/1990","Ontario","72.100","70.340","71.460","82.570","70.430","77.000","thousand cubic metres per day"
"11/19/1991","11/20/1990","Quebec & Eastern Canada","97.900","94.680","93.750","86.460","93.880","83.540","thousand cubic metres per day"
"11/19/1991","11/20/1990","Western Canada","70.600","83.650","72.390","75.760","69.670","71.190","thousand cubic metres per day"
"11/26/1991","11/27/1990","Ontario","75.100","73.270","71.770","83.190","70.520","77.130","thousand cubic metres per day"
"11/26/1991","11/27/1990","Quebec & Eastern Canada","99.300","96.030","95.910","84.290","94.000","83.380","thousand cubic metres per day"
"11/26/1991","11/27/1990","Western Canada","69.500","82.350","70.950","73.800","69.660","71.210","thousand cubic metres per day"
"12/03/1991","12/04/1990","Ontario","75.400","73.560","73.680","83.000","70.620","77.230","thousand cubic metres per day"
"12/03/1991","12/04/1990","Quebec & Eastern Canada","99.200","95.940","98.450","80.860","94.100","83.240","thousand cubic metres per day"
"12/03/1991","12/04/1990","Western Canada","70.900","84.000","70.550","72.400","69.690","71.230","thousand cubic metres per day"
"12/10/1991","12/11/1990","Ontario","74.300","72.490","74.230","82.570","70.700","77.340","thousand cubic metres per day"
"12/10/1991","12/11/1990","Quebec & Eastern Canada","97.500","94.290","98.480","77.470","94.170","83.070","thousand cubic metres per day"
"12/10/1991","12/11/1990","Western Canada","71.100","84.240","70.530","70.480","69.720","71.170","thousand cubic metres per day"
"12/17/1991","12/18/1990","Ontario","74.100","72.290","74.730","81.500","70.760","77.350","thousand cubic metres per day"
"12/17/1991","12/18/1990","Quebec & Eastern Canada","100.400","97.100","99.100","77.560","94.290","83.070","thousand cubic metres per day"
"12/17/1991","12/18/1990","Western Canada","68.100","80.690","69.900","69.560","69.690","71.060","thousand cubic metres per day"
"12/24/1991","12/25/1990","Ontario","68.700","67.020","73.130","81.300","70.730","77.450","thousand cubic metres per day"
"12/24/1991","12/25/1990","Quebec & Eastern Canada","97.000","93.810","98.530","78.810","94.340","83.030","thousand cubic metres per day"
"12/24/1991","12/25/1990","Western Canada","67.200","79.620","69.330","68.030","69.640","70.960","thousand cubic metres per day"
"12/31/1991","01/01/1991","Ontario","72.600","70.830","72.430","81.240","70.760","81.720","thousand cubic metres per day"
"12/31/1991","01/01/1991","Quebec & Eastern Canada","93.100","90.040","97.000","93.530","94.320","94.150","thousand cubic metres per day"
"12/31/1991","01/01/1991","Western Canada","67.500","79.980","68.480","65.950","69.600","64.000","thousand cubic metres per day"
"01/07/1992","01/08/1991","Ontario","75.200","80.260","72.650","79.680","75.200","79.240","thousand cubic metres per day"
"01/07/1992","01/08/1991","Quebec & Eastern Canada","93.600","82.320","96.030","94.100","93.600","93.620","thousand cubic metres per day"
"01/07/1992","01/08/1991","Western Canada","67.500","75.670","67.580","66.000","67.500","66.120","thousand cubic metres per day"
"01/14/1992","01/15/1991","Ontario","73.800","78.760","72.580","76.730","74.500","74.840","thousand cubic metres per day"
"01/14/1992","01/15/1991","Quebec & Eastern Canada","95.700","84.170","94.850","90.970","94.650","90.440","thousand cubic metres per day"
"01/14/1992","01/15/1991","Western Canada","76.500","78.700","75.880","66.670","76.150","66.900","thousand cubic metres per day"
"01/21/1992","01/22/1991","Ontario","70.900","75.670","73.130","73.290","73.300","73.290","thousand cubic metres per day"
"01/21/1992","01/22/1991","Quebec & Eastern Canada","96.900","85.220","94.830","89.380","95.400","89.380","thousand cubic metres per day"
"01/21/1992","01/22/1991","Western Canada","75.300","77.470","75.840","66.870","75.870","66.870","thousand cubic metres per day"
"01/28/1992","01/29/1991","Ontario","70.300","75.030","72.550","70.080","72.550","72.410","thousand cubic metres per day"
"01/28/1992","01/29/1991","Quebec & Eastern Canada","95.100","83.640","95.330","88.350","95.330","89.510","thousand cubic metres per day"
"01/28/1992","01/29/1991","Western Canada","76.800","79.010","76.100","67.010","76.100","66.400","thousand cubic metres per day"
"02/04/1992","02/05/1991","Ontario","69.400","74.070","71.100","68.230","71.920","71.890","thousand cubic metres per day"
"02/04/1992","02/05/1991","Quebec & Eastern Canada","95.900","84.340","95.900","87.200","95.440","89.340","thousand cubic metres per day"
"02/04/1992","02/05/1991","Western Canada","76.200","78.400","76.200","66.710","76.120","66.510","thousand cubic metres per day"
"02/11/1992","02/12/1991","Ontario","74.500","79.510","71.280","68.720","72.350","71.340","thousand cubic metres per day"
"02/11/1992","02/12/1991","Quebec & Eastern Canada","94.400","83.030","95.580","88.180","95.270","89.140","thousand cubic metres per day"
"02/11/1992","02/12/1991","Western Canada","75.600","77.780","75.980","66.610","76.030","66.740","thousand cubic metres per day"
"02/18/1992","02/19/1991","Ontario","71.800","76.630","71.500","69.080","72.270","71.190","thousand cubic metres per day"
"02/18/1992","02/19/1991","Quebec & Eastern Canada","94.100","82.760","94.880","89.110","95.100","89.240","thousand cubic metres per day"
"02/18/1992","02/19/1991","Western Canada","77.100","79.320","76.430","66.690","76.190","66.780","thousand cubic metres per day"
"02/25/1992","02/26/1991","Ontario","72.000","76.840","71.930","69.340","72.240","71.040","thousand cubic metres per day"
"02/25/1992","02/26/1991","Quebec & Eastern Canada","95.100","83.640","94.880","90.210","95.100","89.820","thousand cubic metres per day"
"02/25/1992","02/26/1991","Western Canada","73.700","75.820","75.650","67.380","75.880","66.840","thousand cubic metres per day"
"03/03/1992","03/05/1991","Ontario","71.000","75.770","72.330","68.850","72.100","70.670","thousand cubic metres per day"
"03/03/1992","03/05/1991","Quebec & Eastern Canada","92.300","81.180","93.980","91.910","94.790","90.360","thousand cubic metres per day"
"03/03/1992","03/05/1991","Western Canada","76.000","78.190","75.600","67.370","75.890","66.860","thousand cubic metres per day"
"03/10/1992","03/12/1991","Ontario","69.900","74.600","71.180","69.310","71.880","70.600","thousand cubic metres per day"
"03/10/1992","03/12/1991","Quebec & Eastern Canada","88.800","78.100","92.580","93.240","94.190","90.630","thousand cubic metres per day"
"03/10/1992","03/12/1991","Western Canada","76.100","78.290","75.730","64.120","75.910","65.780","thousand cubic metres per day"
"03/17/1992","03/19/1991","Ontario","70.600","75.350","70.880","68.200","71.760","70.190","thousand cubic metres per day"
"03/17/1992","03/19/1991","Quebec & Eastern Canada","91.600","80.560","91.950","96.420","93.950","91.630","thousand cubic metres per day"
"03/17/1992","03/19/1991","Western Canada","71.900","73.970","74.430","64.180","75.550","65.910","thousand cubic metres per day"
"03/24/1992","03/26/1991","Ontario","70.300","75.110","70.450","65.430","71.640","69.320","thousand cubic metres per day"
